time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
388800,2021-03-21 09:53:38,40.185652438199,33.3263662405285,163.713916,,,3615.2929628022,46.916012,19.24215788,574.41930972,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-5.816044,18.342908,0,100.8, -13, 1.7,0,0,1024,1024,1024,1024,96.2,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3615.2929628022,163.713916,14,Waypoint,
388900,2021-03-21 09:53:38,40.1856501068404,33.3263755669505,163.713916,,,3615.2929628022,46.916012,19.31150302,571.69949336,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.039738,18.342908,0,101.4, -12.7, 1.5,0,0,1024,1024,1024,1024,96.9,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3615.2929628022,163.713916,14,Waypoint,
389000,2021-03-21 09:53:39,40.1856476381715,33.3263853255283,163.713916,,,3615.2929628022,46.916012,19.31150302,568.85172424,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.039738,18.342908,0,102, -12.5, 1.2,0,0,1024,1024,1024,1024,96.9,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3615.2929628022,163.713916,14,Waypoint,
389100,2021-03-21 09:53:39,40.1856451455839,33.3263942484971,163.385832,,,3614.9648788022,46.916012,19.1705758,566.21064804,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.263432,18.119214,0,102.7, -12.3, 1.4,0,0,1024,1024,1024,1024,97.5,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389200,2021-03-21 09:53:39,40.1856425364779,33.3264039916472,163.385832,,,3614.9648788022,46.916012,19.1705758,563.34647472,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.263432,18.119214,0,103.3, -12.9, 1.1,0,0,1024,1024,1024,1024,98.2,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389300,2021-03-21 09:53:39,40.1856399821918,33.3264132620988,163.385832,,,3614.9648788022,46.916012,19.24439482,560.60697332,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.487126,18.119214,0,104, -12.8, 0.9,0,0,1024,1024,1024,1024,98.9,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389400,2021-03-21 09:53:39,40.1856371290016,33.326423084899,163.385832,,,3614.9648788022,46.916012,19.32268772,557.68374488,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.71082,18.119214,0,104.6, -12.7, 0.8,0,0,1024,1024,1024,1024,99.6,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389500,2021-03-21 09:53:39,40.1856340851923,33.3264323734692,163.385832,,,3614.9648788022,46.916012,19.32268772,554.86878416,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.71082,18.119214,0,105.2, -12.4, 0.4,0,0,1024,1024,1024,1024,100.2,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389600,2021-03-21 09:53:39,40.18563111095,33.3264421736659,163.385832,,,3614.9648788022,46.916012,19.40098062,551.93243236,17,5,14.827,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.934514,18.119214,0,105.8, -12.6, 0,0,0,1024,1024,1024,1024,100.9,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389700,2021-03-21 09:53:39,40.1856282369678,33.3264514848396,163.385832,,,3614.9648788022,46.916012,19.40098062,549.13715668,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-6.934514,18.119214,0,106.4, -12.4, -0.2,0,0,1024,1024,1024,1024,101.5,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389800,2021-03-21 09:53:39,40.1856251539195,33.3264612337302,163.385832,,,3614.9648788022,46.916012,19.48151046,546.19752404,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.158208,18.119214,0,107, -12.2, -0.3,0,0,1024,1024,1024,1024,102.1,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
389900,2021-03-21 09:53:39,40.1856218344471,33.326470483731,163.385832,,,3614.9648788022,46.916012,19.27347504,543.34975492,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.158208,17.89552,0,107.6, -11.9, -0.4,0,0,1024,1024,1024,1024,102.1,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390000,2021-03-21 09:53:40,40.1856187899604,33.326480155483,163.385832,,,3614.9648788022,46.916012,19.35847876,540.436369,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.381902,17.89552,0,108.2, -11.7, -0.7,0,0,1024,1024,1024,1024,102.8,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390100,2021-03-21 09:53:40,40.1856158615751,33.326489331933,163.385832,,,3614.9648788022,46.916012,19.35847876,537.66734004,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.381902,17.89552,0,108.7, -11.5, -0.9,0,0,1024,1024,1024,1024,103.4,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390200,2021-03-21 09:53:40,40.185612741737,33.3264989581194,163.385832,,,3614.9648788022,46.916012,19.44571942,534.75395412,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.605596,17.89552,0,109.3, -11.9, -1,0,0,1024,1024,1024,1024,104,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390300,2021-03-21 09:53:40,40.1856097315908,33.3265080974352,163.057748,,,3614.6367948022,46.916012,19.44571942,531.97836348,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.605596,17.89552,0,109.8, -11.8, -1,0,0,1024,1024,1024,1024,104.6,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.6367948022,163.057748,14,Waypoint,
390400,2021-03-21 09:53:40,40.1856064313471,33.3265175607334,163.385832,,,3614.9648788022,46.916012,19.23992094,529.08138176,17,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.605596,17.671826,0,110.4, -11.9, -1.1,0,0,1024,1024,1024,1024,105.2,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390500,2021-03-21 09:53:40,40.1856032851933,33.3265266713465,163.385832,,,3614.9648788022,46.916012,19.32939854,526.29266776,16,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.82929,17.671826,0,110.9, -12.1, -1.5,0,0,1024,1024,1024,1024,105.8,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.9648788022,163.385832,14,Waypoint,
390600,2021-03-21 09:53:40,40.1855999817709,33.3265361805692,163.057748,,,3614.6367948022,46.916012,19.32939854,523.38256268,16,5,14.882,3617.2614668022,165.68242,20.72748604,2016.19429024,-7.82929,17.671826,0,111.4, -12.1, -1.6,0,0,1024,1024,1024,1024,106.4,-0.1,55,3.725,3.738,3.735,3.714,0,0,11.1,84.11,3614.6367948022,163.057748,14,Waypoint,
390700,2021-03-21 09:53:40,40.1855967841322,33.3265452761133,163.057748,,,3614.6367948022,46.916012,19.42111308,520.59056784,16,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.671826,0,111.9, -11.8, -1.6,0,0,1024,1024,1024,1024,107,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.6367948022,163.057748,14,Waypoint,
390800,2021-03-21 09:53:40,40.1855931889448,33.3265553028825,163.385832,,,3614.9648788022,46.916012,19.42111308,517.5032974,16,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.671826,0,112.5, -11.8, -1.8,0,0,1024,1024,1024,1024,107.5,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
390900,2021-03-21 09:53:40,40.1855898647304,33.3265645466046,163.057748,,,3614.6367948022,46.916012,19.21755154,514.65552828,17,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,113, -11.5, -2.1,0,0,1024,1024,1024,1024,107.5,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.6367948022,163.057748,14,Waypoint,
391000,2021-03-21 09:53:41,40.1855863878331,33.3265741139503,163.385832,,,3614.9648788022,46.916012,19.31150302,511.70277228,17,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,113.5, -11.2, -2.2,0,0,1024,1024,1024,1024,108.1,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
391100,2021-03-21 09:53:41,40.1855830744576,33.3265831296649,163.385832,,,3614.9648788022,46.916012,19.31150302,508.91405828,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,114, -10.8, -2.2,0,0,1024,1024,1024,1024,108.7,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
391200,2021-03-21 09:53:41,40.1855798850002,33.3265917790606,163.385832,,,3614.9648788022,46.916012,19.31150302,506.24017368,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,114.4, -11.2, -3.2,0,0,1024,1024,1024,1024,109.2,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
391300,2021-03-21 09:53:41,40.1855766009107,33.3266005396795,163.057748,,,3614.6367948022,46.916012,19.31150302,503.52035732,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,114.8, -11.8, -4.1,0,0,1024,1024,1024,1024,109.7,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.6367948022,163.057748,14,Waypoint,
391400,2021-03-21 09:53:41,40.1855730079119,33.3266099986723,163.385832,,,3614.9648788022,46.916012,19.40769144,500.57744384,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.448132,0,115.1, -11.7, -4.8,0,0,1024,1024,1024,1024,110.1,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
391500,2021-03-21 09:53:41,40.1855695833854,33.3266190027265,163.385832,,,3614.9648788022,46.916012,19.40769144,497.77560648,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.448132,0,115.4, -11.5, -5.4,0,0,1024,1024,1024,1024,110.5,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.9648788022,163.385832,14,Waypoint,
391600,2021-03-21 09:53:41,40.1855658003927,33.3266286283746,163.057748,,,3614.6367948022,46.916012,19.40769144,494.76051452,15,5,14.823,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.448132,0,115.6, -11.6, -5.7,0,0,1024,1024,1024,1024,110.8,-0.1,55,3.722,3.739,3.738,3.716,0,0,10.878,84.11,3614.6367948022,163.057748,14,Waypoint,
391700,2021-03-21 09:53:41,40.1855623914992,33.3266376141308,163.057748,,,3614.6367948022,46.916012,19.40769144,491.96523884,14,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.448132,0,115.7, -10.8, -5.7,0,0,1024,1024,1024,1024,111.2,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
391800,2021-03-21 09:53:41,40.185558840397,33.3266469671027,163.385832,,,3614.9648788022,46.916012,19.31150302,489.05513376,14,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,-0.223694,115.8, -10.9, -6.2,0,0,1024,1024,1024,1024,111.4,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.9648788022,163.385832,14,Waypoint,
391900,2021-03-21 09:53:41,40.1855554933062,33.3266558658536,163.385832,,,3614.9648788022,46.916012,19.31150302,486.29266648,15,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,115.9, -11.8, -6.2,0,0,1024,1024,1024,1024,111.4,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.9648788022,163.385832,14,Waypoint,
392000,2021-03-21 09:53:42,40.1855520322504,33.3266652197226,163.057748,,,3614.6367948022,46.916012,19.31150302,483.39568476,15,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,116, -11.8, -5.9,0,0,1024,1024,1024,1024,111.7,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392100,2021-03-21 09:53:42,40.1855487702557,33.326673935314,163.057748,,,3614.6367948022,46.916012,19.31150302,480.6922726,15,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,116, -11.6, -5.8,0,0,1024,1024,1024,1024,111.9,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392200,2021-03-21 09:53:42,40.1855452592262,33.3266835911001,163.057748,,,3614.6367948022,46.916012,19.21755154,477.70998904,15,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,116, -11.6, -5.6,0,0,1024,1024,1024,1024,112.1,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392300,2021-03-21 09:53:42,40.1855419635682,33.3266927447673,162.729664,,,3614.3087108022,46.916012,19.21755154,474.89174748,16,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,115.9, -11.2, -5.2,0,0,1024,1024,1024,1024,112.3,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
392400,2021-03-21 09:53:42,40.1855386072018,33.3267022225963,163.057748,,,3614.6367948022,46.916012,19.21755154,471.97836156,16,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,115.9, -11.5, -4.8,0,0,1024,1024,1024,1024,112.5,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392500,2021-03-21 09:53:42,40.1855355156074,33.3267113174229,163.057748,,,3614.6367948022,46.916012,19.21755154,469.20605176,16,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,115.9, -11.5, -4.6,0,0,1024,1024,1024,1024,112.6,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392600,2021-03-21 09:53:42,40.1855323033778,33.3267203891079,163.057748,,,3614.6367948022,46.916012,19.21755154,466.41733776,16,5,14.849,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,-0.223694,115.9, -12.1, -4.5,0,0,1024,1024,1024,1024,112.7,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392700,2021-03-21 09:53:42,40.1855292374738,33.3267290465763,163.057748,,,3614.6367948022,46.916012,19.21755154,463.75985736,17,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,115.9, -12.5, -4.2,0,0,1024,1024,1024,1024,112.8,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
392800,2021-03-21 09:53:42,40.1855259582826,33.3267382988195,162.729664,,,3614.3087108022,46.916012,19.31150302,460.91536908,17,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,115.9, -12.6, -4.4,0,0,1024,1024,1024,1024,112.9,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
392900,2021-03-21 09:53:42,40.1855232572021,33.3267462527116,162.729664,,,3614.3087108022,46.916012,19.31150302,458.49082832,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,115.9, -12.3, -4.8,0,0,1024,1024,1024,1024,112.9,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393000,2021-03-21 09:53:43,40.1855198434103,33.3267556649727,162.729664,,,3614.3087108022,46.916012,19.31150302,455.58728492,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,0,116, -13, -4.5,0,0,1024,1024,1024,1024,113,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393100,2021-03-21 09:53:43,40.1855165763608,33.3267646411314,162.729664,,,3614.3087108022,46.916012,19.51506456,452.81497512,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.1, -13, -4.3,0,0,1024,1024,1024,1024,113.1,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393200,2021-03-21 09:53:43,40.1855130924286,33.3267741281991,162.729664,,,3614.3087108022,46.916012,19.51506456,449.88190416,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.1, -13, -4.5,0,0,1024,1024,1024,1024,113.2,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393300,2021-03-21 09:53:43,40.1855092518021,33.3267839523447,162.729664,,,3614.3087108022,46.916012,19.51506456,446.80775708,17,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.1, -12.5, -4.7,0,0,1024,1024,1024,1024,113.3,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393400,2021-03-21 09:53:43,40.1855055747495,33.3267938060004,162.729664,,,3614.3087108022,46.916012,19.60901604,443.75329504,17,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.671826,-0.223694,116.1, -11.5, -4.8,0,0,1024,1024,1024,1024,113.4,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.3087108022,162.729664,14,Waypoint,
393500,2021-03-21 09:53:43,40.1855021063461,33.3268030756447,163.057748,,,3614.6367948022,46.916012,19.60901604,440.87599836,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.671826,-0.223694,116.1, -10.7, -5.3,0,0,1024,1024,1024,1024,113.5,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
393600,2021-03-21 09:53:43,40.1854985822891,33.3268124566916,163.057748,,,3614.6367948022,46.916012,19.60901604,437.96589328,16,5,14.881,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.500372,17.671826,-0.223694,116.1, -10.9, -5.4,0,0,1024,1024,1024,1024,113.5,-0.1,54,3.724,3.74,3.739,3.716,0,0,11.012,84.11,3614.6367948022,163.057748,14,Waypoint,
393700,2021-03-21 09:53:43,40.1854952310816,33.3268213866567,163.057748,,,3614.6367948022,46.916012,19.51506456,435.19358348,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116, -11, -5.3,0,0,1024,1024,1024,1024,113.6,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
393800,2021-03-21 09:53:43,40.1854916851904,33.3268304708992,163.057748,,,3614.6367948022,46.916012,19.51506456,432.35237604,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.1, -11.4, -5.3,0,0,1024,1024,1024,1024,113.6,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
393900,2021-03-21 09:53:43,40.1854883142853,33.3268395000682,163.057748,,,3614.6367948022,46.916012,19.51506456,429.55053868,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.1, -11.4, -5.5,0,0,1024,1024,1024,1024,113.6,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394000,2021-03-21 09:53:44,40.1854847807442,33.3268490183501,163.057748,,,3614.6367948022,46.916012,19.51506456,426.60434436,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.2, -11.3, -5.6,0,0,1024,1024,1024,1024,113.7,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394100,2021-03-21 09:53:44,40.1854814247947,33.3268580807964,163.057748,,,3614.6367948022,46.916012,19.51506456,423.79594532,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.1, -10.9, -5.6,0,0,1024,1024,1024,1024,113.7,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394200,2021-03-21 09:53:44,40.1854779248126,33.3268676197981,163.057748,,,3614.6367948022,46.916012,19.51506456,420.84647016,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.2, -11.1, -5.2,0,0,1024,1024,1024,1024,113.8,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394300,2021-03-21 09:53:44,40.1854746046628,33.3268766834105,163.057748,,,3614.6367948022,46.916012,19.51506456,418.04791364,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.1, -10.7, -4.7,0,0,1024,1024,1024,1024,113.8,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394400,2021-03-21 09:53:44,40.1854711848262,33.3268861444663,163.057748,,,3614.6367948022,46.916012,19.51506456,415.13124688,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116, -10.2, -5,0,0,1024,1024,1024,1024,113.9,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394500,2021-03-21 09:53:44,40.1854679366406,33.3268951382951,163.057748,,,3614.6367948022,46.916012,19.51506456,412.35893708,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116, -10.5, -5.6,0,0,1024,1024,1024,1024,113.9,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394600,2021-03-21 09:53:44,40.1854646984602,33.3269044447148,163.057748,,,3614.6367948022,46.916012,19.51506456,409.50788712,16,5,14.894,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.3, -11.8, -5.3,0,0,1024,1024,1024,1024,113.9,-0.1,54,3.723,3.738,3.737,3.717,0,0,10.84,84.11,3614.6367948022,163.057748,14,Waypoint,
394700,2021-03-21 09:53:44,40.1854614462621,33.3269134589046,163.057748,,,3614.6367948022,46.916012,19.51506456,406.72901564,16,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.3, -11.6, -4.5,0,0,1024,1024,1024,1024,114,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
394800,2021-03-21 09:53:44,40.1854579661861,33.3269229427432,162.729664,,,3614.3087108022,46.916012,19.21755154,403.79594468,16,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,116.3, -11.6, -4,0,0,1024,1024,1024,1024,114,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.3087108022,162.729664,14,Waypoint,
394900,2021-03-21 09:53:44,40.1854546730294,33.3269319531657,162.729664,,,3614.3087108022,46.916012,19.21755154,401.01379236,16,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.052984,17.448132,0,116.3, -11.9, -4,0,0,1024,1024,1024,1024,114,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.3087108022,162.729664,14,Waypoint,
395000,2021-03-21 09:53:45,40.1854513740363,33.3269412521407,163.057748,,,3614.6367948022,46.916012,19.51506456,398.15618072,16,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,0,116.4, -12.1, -3.9,0,0,1024,1024,1024,1024,114.1,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
395100,2021-03-21 09:53:45,40.1854481645686,33.3269502259672,163.057748,,,3614.6367948022,46.916012,19.51506456,395.39371344,17,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.4, -12, -3.8,0,0,1024,1024,1024,1024,114.1,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
395200,2021-03-21 09:53:45,40.1854447877751,33.3269596558985,163.057748,,,3614.6367948022,46.916012,19.51506456,392.49017004,17,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.4, -11.8, -3.8,0,0,1024,1024,1024,1024,114.2,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
395300,2021-03-21 09:53:45,40.1854415813297,33.3269686233566,163.057748,,,3614.6367948022,46.916012,19.51506456,389.7309836,17,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.671826,-0.223694,116.3, -11.5, -4.1,0,0,1024,1024,1024,1024,114.2,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
395400,2021-03-21 09:53:45,40.1854382644108,33.3269780496103,163.057748,,,3614.6367948022,46.916012,19.31150302,386.84056356,17,5,14.885,3617.2614668022,165.68242,20.72748604,2016.19429024,-8.276678,17.448132,-0.223694,116.3, -12.1, -4.2,0,0,1024,1024,1024,1024,114.3,-0.1,54,3.719,3.735,3.732,3.711,0,0,11.39,84.11,3614.6367948022,163.057748,14,Waypoint,
